RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
14062061,EFILE,640877906,201606,1/5/2017 8:10:20 PM,EXCHANGE CLUB CENTER FOR PREVENTION OF CHILD ABUSE OF NORTH MS INC,990,93493251009586,201632519349300958
14062056,EFILE,223091017,201606,1/5/2017 8:10:17 PM,COMMUNITY LIVING CORPORATION,990,93493246001086,201632469349300108
14062060,EFILE,611339396,201512,1/5/2017 8:10:20 PM,SACRED HEART VILLAGE II INC,990,93493251003136,201632519349300313
14062080,EFILE,760312087,201512,1/5/2017 8:10:30 PM,WORKLIFE MINISTRY INC,990,93493250003196,201642509349300319
14062082,EFILE,481267982,201512,1/5/2017 8:10:31 PM,RENEW THE HOPE INC,990,93493250007046,201642509349300704
14062078,EFILE,300308421,201512,1/5/2017 8:10:29 PM,UCC XIX INC,990,93493250002096,201642509349300209
14062076,EFILE,311475577,201606,1/5/2017 8:10:28 PM,HIGHLAND PARK EDUCATIONAL FOUNDATION,990,93493246002446,201642469349300244
14062063,EFILE,201811745,201512,1/5/2017 8:10:21 PM,TOUCH A LIFE FOUNDATION,990,93493252008336,201632529349300833
14062062,EFILE,364592698,201512,1/5/2017 8:10:21 PM,FREEDOM FOUNDATION OF MINNESOTA,990,93493251011536,201632519349301153
14062084,EFILE,650880021,201512,1/5/2017 8:10:33 PM,PULMONARY HYPERTENSION ASSOCIATION,990,93493251004346,201642519349300434
14052898,EFILE,760663405,201606,1/4/2017 7:03:01 AM,AUBREYS END CO RSM US LLP,990PF,93491237004156,201602379349100415
14052902,EFILE,30303902,201512,1/4/2017 7:03:02 AM,VERMONT DENTAL FOUNDATION,990PF,93491237006056,201602379349100605
14051551,EFILE,271127691,201512,1/3/2017 11:31:08 PM,MISSION TO EL SALVADOR,990,93493237002306,201602379349300230
14051553,EFILE,742629973,201512,1/3/2017 11:31:09 PM,VICTORIOUS CHRISTIAN HARVESTERS INC,990,93493237005306,201602379349300530
14055831,EFILE,311423392,201512,1/4/2017 5:34:55 PM,KAPLAN FOUNDATION,990PF,93491238006056,201602389349100605
14051584,EFILE,237034337,201602,1/3/2017 11:31:29 PM,EAST RIVANNA VOL FIRE COMPANY INC,990O,93493238005456,201602389349300545
14050748,EFILE,920161199,201512,1/3/2017 8:44:54 PM,ALASKA YANNA VARARAM,990,93493238008456,201602389349300845
14049303,EFILE,510334888,201606,1/3/2017 1:48:00 PM,FRIENDS OF THE BEAR LIBRARY ASSOCIATION,990EZ,93492239006206,201602399349200620
14049307,EFILE,232090353,201512,1/3/2017 1:48:01 PM,TULPEHOCKEN SETTLEMENT HISTORICAL SOCIETY,990EZ,93492239007156,201602399349200715
14050371,EFILE,621169943,201606,1/3/2017 7:11:50 PM,MARYVILLE CITY SCHOOLS BOOSTER CLUB,990,93493239003106,201602399349300310
14050375,EFILE,453068553,201512,1/3/2017 7:11:52 PM,MILWAUKEE CENTER FOR CHILDREN AND YOUTH INC,990,93493239003306,201602399349300330
14050379,EFILE,841261271,201606,1/3/2017 7:11:54 PM,ADOLESCENT COUNSELING EXCHANGE,990,93493239004106,201602399349300410
14047513,EFILE,222209117,201512,1/3/2017 9:00:23 AM,EDNA ST VINCENT MILLAY SOCIETY,990,93493239006056,201602399349300605
14050382,EFILE,205323335,201512,1/3/2017 7:11:56 PM,PANTHER CREEK INSPIRATION RANCH,990,93493239006106,201602399349300610
14047516,EFILE,50482260,201606,1/3/2017 9:00:25 AM,WEST HOUSE CORPORATION,990,93493239006256,201602399349300625
14047519,EFILE,731664447,201512,1/3/2017 9:00:27 AM,FRIENDS OF ST JOSEPH BAY PRESERVES,990,93493239007006,201602399349300700
14047523,EFILE,920091523,201512,1/3/2017 9:00:31 AM,MIDNIGHT SUN SWIM TEAM,990,93493239007256,201602399349300725
14051026,EFILE,510429317,201512,1/3/2017 9:39:30 PM,GROVE PARK VILLAGE INC,990O,93493239008006,201602399349300800
14047526,EFILE,631063961,201512,1/3/2017 9:00:33 AM,AMERICAN FREEDOM ASSEMBLY INC,990,93493239009006,201602399349300900
14047529,EFILE,590652592,201604,1/3/2017 9:00:35 AM,GFWC TAMPA WOMANS CLUB INC,990,93493239009156,201602399349300915
14051618,EFILE,263997853,201512,1/3/2017 11:34:57 PM,TRAVIS COUNTY ALIVE TEAM INC,990EZ,93492240000006,201602409349200000
14051621,EFILE,133769297,201606,1/3/2017 11:34:58 PM,INTELLIGENT TRANSPORTATION SOCIETY OF NY,990EZ,93492240002006,201602409349200200
14051625,EFILE,830443585,201606,1/3/2017 11:34:59 PM,CAMP PENDLETON HISTORICAL SOCIETY INC,990EZ,93492240007006,201602409349200700
14056930,EFILE,390511950,201512,1/4/2017 10:47:48 PM,OAK GROVE CEMETERY ASSOCIATION,990O,93493245003466,201612459349300346
14053679,EFILE,132626135,201512,1/4/2017 8:48:57 AM,TECHNOSERVE INC,990,93493245004266,201612459349300426
14056141,EFILE,820476202,201510,1/4/2017 7:43:13 PM,TWIN PINES APARTMENTS INC,990,93493245004316,201612459349300431
14056144,EFILE,770168443,201606,1/4/2017 7:43:15 PM,RESTORATIVE JUSTICE PARTNERS INC,990,93493245005366,201612459349300536
14053938,EFILE,356007517,201606,1/4/2017 9:54:36 AM,SIGMA PI BETA CHAPTER HOUSING CORP,990O,93493245006266,201612459349300626
14056461,EFILE,561487713,201606,1/4/2017 9:04:30 PM,ELLERBE RESCUE SQUAD,990,93493245008166,201612459349300816
14053682,EFILE,383415486,201512,1/4/2017 8:48:59 AM,COME OVER AND HELP ORGANIZATION,990,93493245009716,201612459349300971
14053654,EFILE,270960746,201512,1/4/2017 8:47:23 AM,GERMANTOWN BASEBALL CLUB INC,990,93493245009766,201612459349300976
14054240,EFILE,410128105,201512,1/4/2017 10:30:18 AM,CONNEXUS ENERGY,990O,93493245011016,201612459349301101
14056464,EFILE,930811197,201512,1/4/2017 9:04:32 PM,OREGON POTTERS ASSOCIATION,990,93493245011116,201612459349301111
14058895,EFILE,464014717,201606,1/5/2017 7:57:50 AM,PTO FARMS,990EZ,93492246004116,201612469349200411
14055207,EFILE,454711722,201512,1/4/2017 1:44:10 PM,RIVER SHOALS OF BALDWIN INC,990,93493246002066,201612469349300206
14058638,EFILE,364150724,201512,1/5/2017 7:21:48 AM,OAK PARK-RIVER FOREST COMMUNITY FOUNDATION,990,93493246002316,201612469349300231
14055146,EFILE,680397204,201512,1/4/2017 1:40:08 PM,SIERRA BUSINESS COUNCIL,990,93493246004266,201612469349300426
14055147,EFILE,270673632,201606,1/4/2017 1:40:08 PM,SEEDS OF CHANGE,990,93493246005016,201612469349300501
14058148,EFILE,650416691,201512,1/5/2017 5:27:15 AM,PEOPLE ENGAGED IN ACTIVE COMMUNITY EFFORTS INC,990,93493246006016,201612469349300601
14055577,EFILE,522078118,201606,1/4/2017 3:10:52 PM,WHARTON HIGH SCHOOL BAND BOOSTERS INC,990,93493250001016,201612509349300101
14055213,EFILE,161511190,201512,1/4/2017 1:44:13 PM,HOLY FAMILY COMMUNICATIONS,990,93493250001666,201612509349300166
14058642,EFILE,721245195,201512,1/5/2017 7:21:50 AM,FRIENDS OF ZOO OF ACADIANA,990,93493250002116,201612509349300211
14055150,EFILE,311358126,201512,1/4/2017 1:40:10 PM,UNITED CHURCH RESIDENCES OF ASHLAND,990,93493250003566,201612509349300356
14055216,EFILE,943232437,201512,1/4/2017 1:44:14 PM,SUSTAINABLE CONSERVATION,990,93493250004766,201612509349300476
14058411,EFILE,431769074,201512,1/5/2017 6:42:20 AM,JUSTINE PETERSEN HOUSING AND REINVESTMENT CORPORATION,990,93493250005016,201612509349300501
14055154,EFILE,200932817,201603,1/4/2017 1:40:12 PM,OUR SISTERS PLACE INC,990,93493250006216,201612509349300621
14058898,EFILE,362837731,201604,1/5/2017 7:57:51 AM,ENVIRONMENTAL EDUCATION ASSN OF ILLINOIS,990EZ,93492251000216,201612519349200021
14058900,EFILE,463294753,201606,1/5/2017 7:57:52 AM,PTA CASSELL SCHOOL,990EZ,93492251006116,201612519349200611
14058850,EFILE,900754264,201512,1/5/2017 7:53:45 AM,HONDURAN INTERNATIONAL MISSIONS INC,990EZ,93492251007366,201612519349200736
14058647,EFILE,421609484,201510,1/5/2017 7:21:53 AM,HARRIS HILL SKI JUMP INC,990,93493251001366,201612519349300136
14058648,EFILE,931293019,201512,1/5/2017 7:21:53 AM,CASCADIA WILDLANDS,990,93493251001416,201612519349300141
14055580,EFILE,112623046,201510,1/4/2017 3:10:54 PM,TORAH COMMUNICATION CENTER,990,93493251001466,201612519349300146
